tender_id,bidder_id,total_requirements,mandatory_requirements,compliant_count,partially_compliant_count,non_compliant_count,insufficient_evidence_count,compliance_percentage,missing_document_count,expired_document_count,invalid_document_count,inconsistency_count,evidence_confidence_average,mandatory_failure_count,financial_requirement_failure,experience_requirement_failure,registration_requirement_failure,authorization_requirement_failure,document_quality_score,risk_level
TND-000034,BID-001274,30,19,20,0,6,4,66.67,0,0,0,5,0.8438,8,1,1,1,0,0.8333,MEDIUM
TND-000035,BID-000679,29,21,24,1,0,4,82.76,0,0,0,0,0.6676,3,0,1,0,0,0.8,LOW
TND-000035,BID-001526,29,21,27,0,1,1,93.1,0,0,0,0,0.9491,2,0,1,0,0,0.8333,LOW
TND-000035,BID-000907,29,21,27,1,1,0,93.1,0,0,0,0,0.8938,1,0,1,0,0,0.9167,LOW
TND-000035,BID-001665,29,21,21,2,1,5,72.41,0,0,0,0,0.7278,6,1,1,1,0,0.65,LOW
TND-000036,BID-000382,24,14,20,0,1,3,83.33,0,0,0,0,0.7841,2,0,1,0,0,0.8,LOW
TND-000036,BID-001268,24,14,16,0,1,7,66.67,0,0,0,0,0.82,4,0,1,1,0,0.8333,LOW
TND-000036,BID-000248,24,14,1,0,10,13,4.17,0,0,0,5,0.8091,13,1,1,1,0,0.7083,HIGH
TND-000037,BID-000614,30,21,21,1,4,4,70.0,1,0,0,0,0.6702,6,1,1,0,1,0.95,MEDIUM
TND-000037,BID-000709,30,21,1,1,4,24,3.33,1,0,3,0,0.3107,20,1,1,1,1,0.8,HIGH
TND-000037,BID-001120,30,21,5,0,14,11,16.67,0,0,5,0,0.7801,18,0,1,1,1,0.9643,HIGH
TND-000037,BID-001061,30,21,14,0,1,15,46.67,1,0,0,0,0.8306,11,0,1,0,1,0.75,MEDIUM
TND-000037,BID-001004,30,21,13,0,2,15,43.33,0,0,0,0,0.9159,11,1,1,1,0,0.75,MEDIUM
TND-000039,BID-001925,23,17,0,0,8,15,0.0,0,6,0,0,0.8989,17,1,1,1,1,0.8214,HIGH
TND-000039,BID-000906,23,17,18,2,0,3,78.26,1,0,0,0,0.831,5,1,1,1,1,0.6667,LOW
TND-000039,BID-000015,23,17,19,1,1,2,82.61,0,0,0,0,0.7023,3,0,1,1,0,0.875,LOW
TND-000039,BID-001667,23,17,11,0,1,11,47.83,1,0,0,0,0.8464,10,1,1,0,1,0.75,MEDIUM
TND-000042,BID-000500,26,17,17,0,1,8,65.38,0,0,0,0,0.8296,5,1,0,0,0,0.7917,LOW
TND-000042,BID-000165,26,17,6,0,4,16,23.08,0,0,0,0,0.3333,13,1,0,0,0,0.75,HIGH
TND-000042,BID-001789,26,17,21,4,1,0,80.77,0,0,0,0,0.8691,4,1,1,0,0,0.75,LOW
TND-000042,BID-000546,26,17,5,1,2,18,19.23,0,0,0,0,0.3301,13,1,1,1,0,1.0,HIGH
TND-000042,BID-000416,26,17,19,2,5,0,73.08,0,0,0,0,0.9307,4,1,1,0,0,1.0,LOW
TND-000044,BID-000883,28,19,22,4,1,1,78.57,0,0,0,0,0.8591,4,1,1,1,0,0.8571,LOW
TND-000044,BID-000195,28,19,22,2,1,3,78.57,0,0,0,0,0.8027,4,1,1,1,0,0.875,LOW
TND-000044,BID-000635,28,19,1,0,16,11,3.57,0,6,0,0,0.8287,18,1,1,1,0,0.7857,HIGH
TND-000044,BID-001924,28,19,25,0,1,2,89.29,0,0,0,0,0.7958,3,0,1,1,1,0.7857,LOW
TND-000047,BID-000294,29,21,15,0,4,10,51.72,0,2,0,0,0.9102,10,1,0,1,0,0.9583,MEDIUM
TND-000047,BID-000898,29,21,24,0,1,4,82.76,0,0,0,0,0.8786,4,0,1,1,0,0.7917,LOW
TND-000047,BID-000340,29,21,0,0,17,12,0.0,0,5,0,0,0.8481,21,1,1,1,0,0.9167,HIGH
TND-000048,BID-000060,23,14,15,0,1,7,65.22,0,0,0,0,0.8662,4,0,1,0,0,0.7,LOW
TND-000048,BID-001284,23,14,18,4,1,0,78.26,0,0,0,0,0.8421,4,1,1,1,0,0.75,LOW
TND-000048,BID-001710,23,14,8,4,0,11,34.78,5,0,0,0,0.6571,10,1,1,1,0,0.8333,HIGH
TND-000048,BID-001407,23,14,13,3,4,3,56.52,0,0,0,0,0.7973,6,1,1,0,0,0.95,MEDIUM
TND-000048,BID-001233,23,14,18,0,0,5,78.26,5,0,0,0,0.6023,4,1,1,1,0,0.75,MEDIUM
TND-000049,BID-000514,23,15,23,0,0,0,100.0,0,0,0,0,0.9056,0,0,0,0,0,0.875,LOW
TND-000049,BID-000285,23,15,14,0,1,8,60.87,0,0,0,0,0.8874,5,0,1,1,0,0.8333,MEDIUM
TND-000049,BID-000190,23,15,3,1,3,16,13.04,0,0,0,0,0.3147,13,1,0,1,0,0.65,HIGH
TND-000049,BID-001058,23,15,6,0,5,12,26.09,0,0,2,0,0.8877,11,0,1,1,0,0.7083,HIGH
TND-000050,BID-000110,26,19,21,3,1,1,80.77,0,0,0,0,0.9185,4,1,1,1,0,0.7857,LOW
TND-000050,BID-001156,26,19,9,15,0,2,34.62,1,0,0,0,0.8186,12,1,1,1,1,0.875,MEDIUM
TND-000050,BID-000555,26,19,8,14,3,1,30.77,0,0,0,0,0.8829,11,1,1,0,1,0.8929,MEDIUM
TND-000050,BID-000394,26,19,21,1,4,0,80.77,0,0,0,0,0.8558,3,1,1,0,0,0.7857,LOW
TND-000050,BID-001187,26,19,12,6,1,7,46.15,0,0,0,0,0.8546,10,1,1,0,0,0.9286,MEDIUM
TND-000051,BID-001666,24,17,3,1,3,17,12.5,0,0,0,0,0.391,14,1,1,0,0,0.9,HIGH
TND-000051,BID-001637,24,17,16,0,1,7,66.67,5,0,0,0,0.5683,6,1,1,0,0,0.875,MEDIUM
TND-000051,BID-001969,24,17,10,0,3,11,41.67,0,0,0,0,0.8488,10,1,1,1,0,0.85,MEDIUM
TND-000053,BID-001044,22,15,18,0,1,3,81.82,0,0,0,0,0.7782,3,0,1,0,0,0.8333,LOW
TND-000053,BID-001199,22,15,17,2,1,2,77.27,0,0,0,0,0.8553,5,0,1,1,0,0.8333,LOW
TND-000053,BID-001220,22,15,9,9,0,4,40.91,0,0,0,0,0.712,9,1,1,1,0,1.0,MEDIUM
TND-000053,BID-001937,22,15,15,1,2,4,68.18,0,0,0,0,0.7253,6,1,1,1,0,0.9,MEDIUM
TND-000053,BID-001137,22,15,1,1,2,18,4.55,0,0,2,0,0.2147,14,1,1,1,0,0.875,HIGH
TND-000054,BID-000774,22,14,16,0,0,6,72.73,0,0,0,0,0.8801,4,0,1,0,1,0.9643,LOW
TND-000054,BID-001619,22,14,15,1,3,3,68.18,0,0,0,0,0.8272,5,1,0,1,1,0.9286,MEDIUM
TND-000054,BID-000754,22,14,10,1,3,8,45.45,0,0,0,0,0.7781,9,1,0,1,0,0.875,MEDIUM
TND-000054,BID-000198,22,14,4,0,4,14,18.18,0,3,0,0,0.3802,11,1,1,1,0,0.7917,HIGH
TND-000055,BID-001813,23,15,0,0,12,11,0.0,0,0,6,0,0.8407,15,1,1,1,0,0.8333,HIGH
TND-000055,BID-000847,23,15,17,1,4,1,73.91,0,0,0,0,0.7743,5,1,1,1,0,0.7917,LOW
TND-000055,BID-000578,23,15,2,0,6,15,8.7,0,0,5,0,0.8392,13,1,1,1,0,0.875,HIGH
TND-000055,BID-001319,23,15,11,1,3,8,47.83,0,0,0,0,0.7974,8,1,0,1,0,0.85,MEDIUM
TND-000057,BID-000907,26,19,18,7,1,0,69.23,0,0,0,0,0.8575,4,0,1,0,0,0.75,LOW
TND-000057,BID-000262,26,19,19,1,1,5,73.08,0,0,0,0,0.7057,6,1,1,1,0,0.75,LOW
TND-000057,BID-000063,26,19,17,1,5,3,65.38,0,0,0,0,0.85,7,1,1,1,0,0.8,MEDIUM
TND-000057,BID-000283,26,19,1,0,9,16,3.85,0,0,3,0,0.7615,18,1,1,1,0,0.75,HIGH
TND-000057,BID-000294,26,19,20,3,3,0,76.92,0,0,0,0,0.8599,4,1,1,1,0,0.7917,LOW
TND-000060,BID-000007,24,13,9,11,4,0,37.5,0,0,0,0,0.8556,7,1,1,0,0,0.75,MEDIUM
TND-000060,BID-000626,24,13,11,0,6,7,45.83,0,0,0,0,0.9207,6,1,1,1,0,0.9167,MEDIUM
TND-000060,BID-000188,24,13,17,2,1,4,70.83,0,0,0,0,0.8319,3,1,1,0,0,0.875,LOW
TND-000062,BID-001598,22,16,18,3,0,1,81.82,0,0,0,0,0.8656,3,0,0,1,0,0.7857,LOW
TND-000062,BID-001316,22,16,19,0,1,2,86.36,0,0,0,0,0.7641,2,1,0,0,0,0.625,LOW
TND-000062,BID-000201,22,16,1,0,5,16,4.55,0,4,0,0,0.8474,15,1,1,1,0,0.7083,HIGH
TND-000062,BID-000988,22,16,19,1,1,1,86.36,1,0,0,0,0.825,3,1,1,0,1,0.875,LOW
TND-000064,BID-000996,27,19,7,1,0,19,25.93,0,0,0,0,0.2939,13,1,0,0,0,0.9,HIGH
TND-000064,BID-001445,27,19,7,17,2,1,25.93,0,0,0,0,0.8636,12,1,0,1,0,0.7917,MEDIUM
TND-000064,BID-000882,27,19,10,0,1,16,37.04,0,0,0,0,0.7275,13,1,0,1,0,0.7,MEDIUM
TND-000064,BID-000769,27,19,23,0,2,2,85.19,0,0,0,0,0.7542,3,1,0,0,0,0.875,LOW
TND-000065,BID-001140,24,16,5,0,3,16,20.83,0,0,0,0,0.2933,11,1,1,0,0,0.9167,HIGH
TND-000065,BID-000306,24,16,9,0,3,12,37.5,0,0,0,0,0.8242,10,1,1,0,1,0.9167,MEDIUM
TND-000065,BID-001892,24,16,20,1,3,0,83.33,0,0,0,0,0.7795,3,1,1,1,0,0.8929,LOW
TND-000065,BID-000817,24,16,13,7,3,1,54.17,0,0,0,0,0.8794,7,1,1,0,0,0.8333,MEDIUM
TND-000066,BID-001829,22,15,12,9,0,1,54.55,0,0,0,0,0.8918,7,1,1,0,0,0.875,MEDIUM
TND-000066,BID-001447,22,15,12,6,3,1,54.55,0,0,0,0,0.8824,9,1,0,1,0,0.6667,MEDIUM
TND-000066,BID-000523,22,15,20,2,0,0,90.91,0,0,0,0,0.9171,2,0,1,1,0,0.875,LOW
TND-000067,BID-000067,24,18,19,2,2,1,79.17,0,0,0,0,0.9384,5,1,1,1,0,0.9167,LOW
TND-000067,BID-001652,24,18,10,0,1,13,41.67,0,0,0,0,0.7664,9,0,1,1,0,0.75,MEDIUM
TND-000067,BID-000888,24,18,20,0,1,3,83.33,0,0,0,0,0.736,2,0,1,0,0,0.75,LOW
TND-000067,BID-001813,24,18,20,0,2,2,83.33,0,0,0,0,0.8005,4,1,1,0,0,0.7917,LOW
TND-000067,BID-000471,24,18,4,0,0,20,16.67,5,0,0,0,0.1777,16,1,1,1,0,0.5,HIGH
TND-000069,BID-000619,26,16,23,1,1,1,88.46,0,0,0,0,0.9057,2,1,0,1,0,0.9583,LOW
TND-000069,BID-000992,26,16,21,3,0,2,80.77,0,0,0,0,0.863,3,1,1,1,0,0.9583,LOW
TND-000069,BID-001653,26,16,21,3,1,1,80.77,0,0,0,0,0.9436,3,1,1,1,0,0.7917,LOW
TND-000069,BID-001938,26,16,21,0,3,2,80.77,0,0,0,0,0.8427,3,1,1,1,0,0.75,LOW
TND-000069,BID-000867,26,16,12,4,3,7,46.15,0,0,0,0,0.8554,9,1,1,1,0,0.7917,MEDIUM
TND-000070,BID-001593,26,17,21,1,0,4,80.77,0,0,0,0,0.7402,4,1,1,1,0,0.9167,LOW
TND-000070,BID-000988,26,17,14,9,3,0,53.85,0,0,0,0,0.8734,8,1,1,0,0,0.9286,MEDIUM
TND-000070,BID-001316,26,17,18,1,2,5,69.23,0,0,3,0,0.8482,6,1,1,1,1,0.875,MEDIUM
TND-000070,BID-000430,26,17,20,0,2,4,76.92,1,0,0,0,0.8233,5,1,1,0,1,0.65,LOW
TND-000072,BID-000219,27,19,5,0,0,22,18.52,2,0,0,0,0.1863,14,0,1,1,0,0.8333,HIGH
TND-000072,BID-001837,27,19,12,7,2,6,44.44,0,0,0,0,0.8301,10,1,1,1,0,0.7,MEDIUM
TND-000072,BID-001957,27,19,9,16,1,1,33.33,0,0,0,0,0.8894,12,0,1,0,0,0.875,MEDIUM
TND-000075,BID-001239,22,14,16,1,2,3,72.73,0,0,0,0,0.7211,4,1,1,0,0,0.95,LOW
TND-000075,BID-001544,22,14,19,1,2,0,86.36,0,0,0,0,0.8234,3,1,0,1,0,0.8333,LOW
TND-000075,BID-000420,22,14,20,0,2,0,90.91,0,0,0,0,0.8307,2,1,0,0,0,0.6667,LOW
TND-000075,BID-000419,22,14,3,0,3,16,13.64,0,3,0,0,0.8673,12,1,1,1,0,0.7917,HIGH
TND-000077,BID-001151,28,21,8,1,2,17,28.57,0,0,0,0,0.7449,15,1,1,0,1,0.9167,HIGH
TND-000077,BID-000754,28,21,13,0,3,12,46.43,0,0,0,0,0.7736,11,1,1,0,0,0.75,MEDIUM
TND-000077,BID-000605,28,21,11,14,1,2,39.29,1,0,0,0,0.7985,14,1,1,0,1,0.6667,MEDIUM
TND-000078,BID-001086,28,17,14,2,2,10,50.0,0,0,0,0,0.8536,7,1,1,0,0,0.8571,MEDIUM
TND-000078,BID-000577,28,17,21,0,6,1,75.0,0,0,0,0,0.9101,5,1,1,1,0,0.8929,LOW
TND-000078,BID-001871,28,17,19,1,5,3,67.86,0,0,0,0,0.8373,6,1,1,1,0,0.7917,MEDIUM
TND-000078,BID-001846,28,17,11,4,2,11,39.29,0,0,4,0,0.8305,13,1,1,1,1,0.8214,HIGH
TND-000078,BID-001128,28,17,25,1,2,0,89.29,0,0,0,0,0.8261,3,1,1,0,0,0.8929,LOW
