document_id,bidder_id,tender_id,document_type,document_name,document_status,issue_date,expiry_date,company_name_on_document,document_quality,ocr_required,page_count,source_page,difficulty_level,synthetic_flag
DOC-001495,BID-000067,TND-000067,GST Certificate,GST Certificate — PrimeAxisEnterprises Limited 0067,VALID,2024-06-13,2026-09-26,PrimeAxisEnterprises Limited 0067,MEDIUM,False,5,4,EASY,True
DOC-001496,BID-000067,TND-000067,Supporting Document,Supporting Document — PrimeAxisEnterprises Limited 0067,VALID,2026-05-14,,PrimeAxisEnterprises Limited 0067,HIGH,False,6,5,EASY,True
DOC-001497,BID-000067,TND-000067,Udyam/MSME Certificate,Udyam/MSME Certificate — PrimeAxisEnterprises Limited 0067,VALID,2024-10-29,2026-09-26,PrimeAxisEnterprises Limited 0067,HIGH,True,6,3,EASY,True
DOC-001498,BID-000067,TND-000067,Financial/Turnover Document,Financial/Turnover Document — PrimeAxisEnterprises Limited 0067,VALID,2024-03-18,,PrimeAxisEnterprises Limited 0067,MEDIUM,False,5,4,EASY,True
DOC-001499,BID-000067,TND-000067,PAN Document,PAN Document — PrimeAxisEnterprises Limited 0067,VALID,2024-05-31,,PrimeAxisEnterprises Limited 0067,HIGH,False,3,1,EASY,True
DOC-001500,BID-000067,TND-000067,Experience Certificate,Experience Certificate — PrimeAxisEnterprises Limited 0067,VALID,2026-06-13,,PrimeAxisEnterprises Limited 0067,HIGH,False,6,1,EASY,True
DOC-001501,BID-001652,TND-000067,GST Certificate,GST Certificate — EvercrestDigital LLP 1652,VALID,2026-03-05,2027-04-12,EvercrestDigital LLP 1652,MEDIUM,False,4,2,EASY,True
DOC-001502,BID-001652,TND-000067,Supporting Document,Supporting Document — EvercrestDigital LLP 1652,VALID,2025-11-27,,EvercrestDigital LLP 1652,MEDIUM,False,5,3,EASY,True
DOC-001503,BID-001652,TND-000067,Financial/Turnover Document,Financial/Turnover Document — EvercrestDigital LLP 1652,VALID,2026-07-25,,EvercrestDigital LLP 1652,MEDIUM,False,4,3,EASY,True
DOC-001504,BID-001652,TND-000067,PAN Document,PAN Document — EvercrestDigital LLP 1652,VALID,2025-07-15,,EvercrestDigital LLP 1652,LOW,False,5,2,EASY,True
DOC-001505,BID-001652,TND-000067,Experience Certificate,Experience Certificate — EvercrestDigital LLP 1652,VALID,2025-11-18,,EvercrestDigital LLP 1652,HIGH,False,3,3,EASY,True
DOC-001506,BID-000888,TND-000067,GST Certificate,GST Certificate — AsterIndustries Pvt Ltd 0888,VALID,2024-06-01,2026-09-26,AsterIndustries Pvt Ltd 0888,MEDIUM,False,3,1,EASY,True
DOC-001507,BID-000888,TND-000067,Supporting Document,Supporting Document — AsterIndustries Pvt Ltd 0888,VALID,2024-08-18,,AsterIndustries Pvt Ltd 0888,MEDIUM,False,3,2,EASY,True
DOC-001508,BID-000888,TND-000067,Financial/Turnover Document,Financial/Turnover Document — AsterIndustries Pvt Ltd 0888,VALID,2025-04-21,,AsterIndustries Pvt Ltd 0888,LOW,False,4,4,EASY,True
DOC-001509,BID-000888,TND-000067,PAN Document,PAN Document — AsterIndustries Pvt Ltd 0888,VALID,2024-07-31,,AsterIndustries Pvt Ltd 0888,HIGH,False,6,5,EASY,True
DOC-001510,BID-000888,TND-000067,Experience Certificate,Experience Certificate — AsterIndustries Pvt Ltd 0888,VALID,2024-08-26,,AsterIndustries Pvt Ltd 0888,MEDIUM,False,6,2,EASY,True
DOC-001511,BID-001813,TND-000067,GST Certificate,GST Certificate — ArclightEngineering Limited 1813,VALID,2026-03-24,2028-04-19,ArclightEngineering Limited 1813,MEDIUM,False,4,1,EASY,True
DOC-001512,BID-001813,TND-000067,Supporting Document,Supporting Document — ArclightEngineering Limited 1813,VALID,2024-10-31,,ArclightEngineering Limited 1813,HIGH,False,5,5,EASY,True
DOC-001513,BID-001813,TND-000067,Udyam/MSME Certificate,Udyam/MSME Certificate — ArclightEngineering Limited 1813,VALID,2024-09-14,2026-09-26,ArclightEngineering Limited 1813,HIGH,False,6,5,EASY,True
DOC-001514,BID-001813,TND-000067,Financial/Turnover Document,Financial/Turnover Document — ArclightEngineering Limited 1813,VALID,2026-01-20,,ArclightEngineering Limited 1813,LOW,True,5,1,EASY,True
DOC-001515,BID-001813,TND-000067,PAN Document,PAN Document — ArclightEngineering Limited 1813,VALID,2024-12-13,,ArclightEngineering Limited 1813,HIGH,False,4,3,EASY,True
DOC-001516,BID-001813,TND-000067,Experience Certificate,Experience Certificate — ArclightEngineering Limited 1813,VALID,2025-10-03,,ArclightEngineering Limited 1813,LOW,False,4,3,EASY,True
DOC-001517,BID-000471,TND-000067,GST Certificate,GST Certificate — CrestSystems Pvt Ltd 0471,VALID,2026-05-17,2028-10-05,CrestSystems Pvt Ltd 0471,LOW,False,3,3,EASY,True
DOC-001518,BID-000471,TND-000067,Udyam/MSME Certificate,Udyam/MSME Certificate — CrestSystems Pvt Ltd 0471,VALID,2026-03-09,2026-12-06,CrestSystems Pvt Ltd 0471,LOW,False,4,3,EASY,True
DOC-001551,BID-000619,TND-000069,GST Certificate,GST Certificate — PrimeAxisEnterprises Limited 0619,VALID,2024-09-18,2026-06-16,PrimeAxisEnterprises Limited 0619,MEDIUM,False,3,1,MEDIUM,True
DOC-001552,BID-000619,TND-000069,Supporting Document,Supporting Document — PrimeAxisEnterprises Limited 0619,VALID,2023-08-31,,PrimeAxisEnterprises Limited 0619,HIGH,True,3,3,MEDIUM,True
DOC-001553,BID-000619,TND-000069,Udyam/MSME Certificate,Udyam/MSME Certificate — PrimeAxisEnterprises Limited 0619,VALID,2023-05-24,2025-09-05,PrimeAxisEnterprises Limited 0619,HIGH,False,6,2,MEDIUM,True
DOC-001554,BID-000619,TND-000069,Financial/Turnover Document,Financial/Turnover Document — PrimeAxisEnterprises Limited 0619,VALID,2024-04-26,,PrimeAxisEnterprises Limited 0619,HIGH,False,6,3,MEDIUM,True
DOC-001555,BID-000619,TND-000069,PAN Document,PAN Document — PrimeAxisEnterprises Limited 0619,VALID,2025-01-16,,PrimeAxisEnterprises Limited 0619,HIGH,False,3,1,MEDIUM,True
DOC-001556,BID-000619,TND-000069,Experience Certificate,Experience Certificate — PrimeAxisEnterprises Limited 0619,VALID,2025-02-08,,PrimeAxisEnterprises Limited 0619,HIGH,False,4,4,MEDIUM,True
DOC-001557,BID-000992,TND-000069,GST Certificate,GST Certificate — ApexDigital LLP 0992,VALID,2025-01-12,2026-06-02,ApexDigital LLP 0992,MEDIUM,False,6,2,MEDIUM,True
DOC-001558,BID-000992,TND-000069,Supporting Document,Supporting Document — ApexDigital LLP 0992,VALID,2024-06-22,,ApexDigital LLP 0992,HIGH,False,3,2,MEDIUM,True
DOC-001559,BID-000992,TND-000069,Udyam/MSME Certificate,Udyam/MSME Certificate — ApexDigital LLP 0992,VALID,2023-08-14,2025-09-05,ApexDigital LLP 0992,HIGH,False,3,3,MEDIUM,True
DOC-001560,BID-000992,TND-000069,Financial/Turnover Document,Financial/Turnover Document — ApexDigital LLP 0992,VALID,2025-03-28,,ApexDigital LLP 0992,HIGH,False,6,5,MEDIUM,True
DOC-001561,BID-000992,TND-000069,PAN Document,PAN Document — ApexDigital LLP 0992,VALID,2024-01-27,,ApexDigital LLP 0992,HIGH,False,5,2,MEDIUM,True
DOC-001562,BID-000992,TND-000069,Experience Certificate,Experience Certificate — ApexDigital LLP 0992,VALID,2024-07-16,,ApexDigital LLP 0992,HIGH,False,4,4,MEDIUM,True
DOC-001563,BID-001653,TND-000069,GST Certificate,GST Certificate — BluePeakManufacturing Pvt Ltd 1653,VALID,2023-07-05,2025-09-05,BluePeakManufacturing Pvt Ltd 1653,MEDIUM,False,5,5,MEDIUM,True
DOC-001564,BID-001653,TND-000069,Supporting Document,Supporting Document — BluePeakManufacturing Pvt Ltd 1653,VALID,2025-06-02,,BluePeakManufacturing Pvt Ltd 1653,LOW,False,5,3,MEDIUM,True
DOC-001565,BID-001653,TND-000069,Udyam/MSME Certificate,Udyam/MSME Certificate — BluePeakManufacturing Pvt Ltd 1653,VALID,2023-06-07,2025-09-05,BluePeakManufacturing Pvt Ltd 1653,MEDIUM,False,4,3,MEDIUM,True
DOC-001566,BID-001653,TND-000069,Financial/Turnover Document,Financial/Turnover Document — BluePeakManufacturing Pvt Ltd 1653,VALID,2025-06-18,,BluePeakManufacturing Pvt Ltd 1653,HIGH,False,6,6,MEDIUM,True
DOC-001567,BID-001653,TND-000069,PAN Document,PAN Document — BluePeakManufacturing Pvt Ltd 1653,VALID,2025-01-18,,BluePeakManufacturing Pvt Ltd 1653,HIGH,False,5,3,MEDIUM,True
DOC-001568,BID-001653,TND-000069,Experience Certificate,Experience Certificate — BluePeakManufacturing Pvt Ltd 1653,VALID,2024-07-08,,BluePeakManufacturing Pvt Ltd 1653,MEDIUM,False,6,4,MEDIUM,True
DOC-001569,BID-001938,TND-000069,GST Certificate,GST Certificate — SilverlineServices Pvt Ltd 1938,VALID,2024-09-25,2027-03-14,SilverlineServices Pvt Ltd 1938,POOR,True,5,5,MEDIUM,True
DOC-001570,BID-001938,TND-000069,Supporting Document,Supporting Document — SilverlineServices Pvt Ltd 1938,VALID,2024-08-30,,SilverlineServices Pvt Ltd 1938,HIGH,False,3,2,MEDIUM,True
DOC-001571,BID-001938,TND-000069,Udyam/MSME Certificate,Udyam/MSME Certificate — SilverlineServices Pvt Ltd 1938,VALID,2025-05-11,2026-04-28,SilverlineServices Pvt Ltd 1938,HIGH,False,6,5,MEDIUM,True
DOC-001572,BID-001938,TND-000069,Financial/Turnover Document,Financial/Turnover Document — SilverlineServices Pvt Ltd 1938,VALID,2024-12-15,,SilverlineServices Pvt Ltd 1938,HIGH,False,4,1,MEDIUM,True
DOC-001573,BID-001938,TND-000069,PAN Document,PAN Document — SilverlineServices Pvt Ltd 1938,VALID,2023-11-17,,SilverlineServices Pvt Ltd 1938,MEDIUM,False,4,1,MEDIUM,True
DOC-001574,BID-001938,TND-000069,Experience Certificate,Experience Certificate — SilverlineServices Pvt Ltd 1938,VALID,2023-07-16,,SilverlineServices Pvt Ltd 1938,LOW,True,3,2,MEDIUM,True
DOC-001575,BID-000867,TND-000069,GST Certificate,GST Certificate — NexoraSystems Pvt Ltd 0867,INCOMPLETE,2024-12-03,2026-10-05,NexoraSystems Pvt Ltd 0867,HIGH,False,5,5,MEDIUM,True
DOC-001576,BID-000867,TND-000069,Supporting Document,Supporting Document — NexoraSystems Pvt Ltd 0867,INCOMPLETE,2023-08-26,,NexoraSystems Pvt Ltd 0867,LOW,False,6,6,MEDIUM,True
DOC-001577,BID-000867,TND-000069,Udyam/MSME Certificate,Udyam/MSME Certificate — NexoraSystems Pvt Ltd 0867,VALID,2024-05-17,2026-08-06,NexoraSystems Pvt Ltd 0867,MEDIUM,False,5,5,MEDIUM,True
DOC-001578,BID-000867,TND-000069,Financial/Turnover Document,Financial/Turnover Document — NexoraSystems Pvt Ltd 0867,VALID,2023-12-09,,NexoraSystems Pvt Ltd 0867,HIGH,False,4,1,MEDIUM,True
DOC-001579,BID-000867,TND-000069,PAN Document,PAN Document — NexoraSystems Pvt Ltd 0867,VALID,2023-08-30,,NexoraSystems Pvt Ltd 0867,HIGH,False,3,3,MEDIUM,True
DOC-001580,BID-000867,TND-000069,Experience Certificate,Experience Certificate — NexoraSystems Pvt Ltd 0867,VALID,2024-07-21,,NexoraSystems Pvt Ltd 0867,LOW,False,6,1,MEDIUM,True
DOC-001581,BID-001593,TND-000070,GST Certificate,GST Certificate — VantageManufacturing Pvt Ltd 1593,VALID,2024-06-04,2026-07-02,VantageManufacturing Pvt Ltd 1593,HIGH,False,6,3,EASY,True
DOC-001582,BID-001593,TND-000070,Supporting Document,Supporting Document — VantageManufacturing Pvt Ltd 1593,VALID,2024-06-21,,VantageManufacturing Pvt Ltd 1593,MEDIUM,False,3,2,EASY,True
DOC-001583,BID-001593,TND-000070,OEM Authorization,OEM Authorization — VantageManufacturing Pvt Ltd 1593,VALID,2025-05-09,2026-07-02,VantageManufacturing Pvt Ltd 1593,HIGH,False,4,1,EASY,True
DOC-001584,BID-001593,TND-000070,Financial/Turnover Document,Financial/Turnover Document — VantageManufacturing Pvt Ltd 1593,VALID,2024-06-10,,VantageManufacturing Pvt Ltd 1593,HIGH,False,4,3,EASY,True
DOC-001585,BID-001593,TND-000070,PAN Document,PAN Document — VantageManufacturing Pvt Ltd 1593,VALID,2025-07-06,,VantageManufacturing Pvt Ltd 1593,HIGH,False,5,3,EASY,True
DOC-001586,BID-001593,TND-000070,Experience Certificate,Experience Certificate — VantageManufacturing Pvt Ltd 1593,VALID,2025-05-26,,VantageManufacturing Pvt Ltd 1593,MEDIUM,False,5,1,EASY,True
DOC-001587,BID-000988,TND-000070,GST Certificate,GST Certificate — OrionInfotech Limited 0988,VALID,2024-02-06,2026-07-02,OrionInfotech Limited 0988,HIGH,False,3,2,EASY,True
DOC-001588,BID-000988,TND-000070,Supporting Document,Supporting Document — OrionInfotech Limited 0988,VALID,2024-11-30,,OrionInfotech Limited 0988,LOW,False,5,4,EASY,True
DOC-001589,BID-000988,TND-000070,Udyam/MSME Certificate,Udyam/MSME Certificate — OrionInfotech Limited 0988,VALID,2025-08-18,2027-08-02,OrionInfotech Limited 0988,HIGH,False,4,1,EASY,True
DOC-001590,BID-000988,TND-000070,OEM Authorization,OEM Authorization — OrionInfotech Limited 0988,VALID,2024-11-08,2026-07-02,OrionInfotech Limited 0988,HIGH,False,5,4,EASY,True
DOC-001591,BID-000988,TND-000070,Financial/Turnover Document,Financial/Turnover Document — OrionInfotech Limited 0988,VALID,2025-04-14,,OrionInfotech Limited 0988,HIGH,False,5,2,EASY,True
DOC-001592,BID-000988,TND-000070,PAN Document,PAN Document — OrionInfotech Limited 0988,VALID,2024-04-24,,OrionInfotech Limited 0988,HIGH,False,3,3,EASY,True
DOC-001593,BID-000988,TND-000070,Experience Certificate,Experience Certificate — OrionInfotech Limited 0988,VALID,2024-10-23,,OrionInfotech Limited 0988,HIGH,False,3,1,EASY,True
DOC-001594,BID-001316,TND-000070,GST Certificate,GST Certificate — EvercrestDigital LLP 1316,VALID,2026-04-02,2027-12-06,EvercrestDigital LLP 1316,HIGH,False,5,2,EASY,True
DOC-001595,BID-001316,TND-000070,Supporting Document,Supporting Document — EvercrestDigital LLP 1316,VALID,2024-12-20,,EvercrestDigital LLP 1316,HIGH,True,5,2,EASY,True
DOC-001596,BID-001316,TND-000070,OEM Authorization,OEM Authorization — EvercrestDigital LLP 1316,VALID,2024-07-07,2026-07-02,EvercrestDigital LLP 1316,MEDIUM,False,3,2,EASY,True
DOC-001597,BID-001316,TND-000070,Financial/Turnover Document,Financial/Turnover Document — EvercrestDigital LLP 1316,INVALID,2024-05-23,,EvercrestDigital LLP 1316,HIGH,False,6,4,EASY,True
DOC-001598,BID-001316,TND-000070,PAN Document,PAN Document — EvercrestDigital LLP 1316,INVALID,2025-05-31,,EvercrestDigital LLP 1316,HIGH,False,4,2,EASY,True
DOC-001599,BID-001316,TND-000070,Experience Certificate,Experience Certificate — EvercrestDigital LLP 1316,INVALID,2026-02-03,,EvercrestDigital LLP 1316,LOW,False,4,4,EASY,True
DOC-001600,BID-000430,TND-000070,GST Certificate,GST Certificate — InfratekNetworks Limited 0430,VALID,2024-04-13,2026-07-16,InfratekNetworks Limited 0430,LOW,False,4,3,EASY,True
DOC-001601,BID-000430,TND-000070,Supporting Document,Supporting Document — InfratekNetworks Limited 0430,VALID,2025-10-20,,InfratekNetworks Limited 0430,LOW,False,6,6,EASY,True
DOC-001602,BID-000430,TND-000070,Financial/Turnover Document,Financial/Turnover Document — InfratekNetworks Limited 0430,VALID,2024-12-23,,InfratekNetworks Limited 0430,HIGH,False,4,1,EASY,True
DOC-001603,BID-000430,TND-000070,PAN Document,PAN Document — InfratekNetworks Limited 0430,VALID,2024-09-08,,InfratekNetworks Limited 0430,POOR,True,4,3,EASY,True
DOC-001604,BID-000430,TND-000070,Experience Certificate,Experience Certificate — InfratekNetworks Limited 0430,VALID,2024-05-26,,InfratekNetworks Limited 0430,HIGH,False,6,6,EASY,True
DOC-001624,BID-000219,TND-000072,Udyam/MSME Certificate,Udyam/MSME Certificate — NexoraSystems Pvt Ltd 0219,VALID,2026-06-26,2027-04-14,NexoraSystems Pvt Ltd 0219,HIGH,False,5,4,EASY,True
DOC-001625,BID-000219,TND-000072,Financial/Turnover Document,Financial/Turnover Document — NexoraSystems Pvt Ltd 0219,VALID,2025-07-16,,NexoraSystems Pvt Ltd 0219,HIGH,False,6,5,EASY,True
DOC-001626,BID-000219,TND-000072,PAN Document,PAN Document — NexoraSystems Pvt Ltd 0219,VALID,2025-03-22,,NexoraSystems Pvt Ltd 0219,LOW,False,5,3,EASY,True
DOC-001627,BID-001837,TND-000072,GST Certificate,GST Certificate — ArclightEngineering Limited 1837,INCOMPLETE,2026-05-06,2027-01-13,ArclightEngineering Limited 1837,MEDIUM,False,4,1,EASY,True
DOC-001628,BID-001837,TND-000072,Supporting Document,Supporting Document — ArclightEngineering Limited 1837,VALID,2025-08-10,,ArclightEngineering Limited 1837,HIGH,False,6,6,EASY,True
DOC-001629,BID-001837,TND-000072,Financial/Turnover Document,Financial/Turnover Document — ArclightEngineering Limited 1837,INCOMPLETE,2025-08-21,,ArclightEngineering Limited 1837,LOW,False,4,3,EASY,True
DOC-001630,BID-001837,TND-000072,PAN Document,PAN Document — ArclightEngineering Limited 1837,INCOMPLETE,2024-04-28,,ArclightEngineering Limited 1837,LOW,False,5,4,EASY,True
DOC-001631,BID-001837,TND-000072,Experience Certificate,Experience Certificate — ArclightEngineering Limited 1837,VALID,2025-12-20,,ArclightEngineering Limited 1837,MEDIUM,False,3,1,EASY,True
DOC-001632,BID-001957,TND-000072,GST Certificate,GST Certificate — ArclightEngineering Limited 1957,VALID,2025-11-02,2027-08-27,ArclightEngineering Limited 1957,HIGH,False,5,1,EASY,True
DOC-001633,BID-001957,TND-000072,Supporting Document,Supporting Document — ArclightEngineering Limited 1957,VALID,2025-10-14,,ArclightEngineering Limited 1957,HIGH,False,6,1,EASY,True
DOC-001634,BID-001957,TND-000072,Udyam/MSME Certificate,Udyam/MSME Certificate — ArclightEngineering Limited 1957,VALID,2026-03-16,2027-01-27,ArclightEngineering Limited 1957,MEDIUM,False,6,4,EASY,True
DOC-001635,BID-001957,TND-000072,Financial/Turnover Document,Financial/Turnover Document — ArclightEngineering Limited 1957,VALID,2024-01-19,,ArclightEngineering Limited 1957,HIGH,False,6,4,EASY,True
DOC-001636,BID-001957,TND-000072,PAN Document,PAN Document — ArclightEngineering Limited 1957,VALID,2025-07-25,,ArclightEngineering Limited 1957,MEDIUM,False,3,2,EASY,True
DOC-001637,BID-001957,TND-000072,Experience Certificate,Experience Certificate — ArclightEngineering Limited 1957,VALID,2026-05-31,,ArclightEngineering Limited 1957,MEDIUM,False,3,2,EASY,True
DOC-001673,BID-001239,TND-000075,GST Certificate,GST Certificate — CrestSystems Pvt Ltd 1239,VALID,2024-12-27,2026-01-27,CrestSystems Pvt Ltd 1239,HIGH,False,4,4,HARD,True
DOC-001674,BID-001239,TND-000075,Supporting Document,Supporting Document — CrestSystems Pvt Ltd 1239,VALID,2024-01-13,,CrestSystems Pvt Ltd 1239,MEDIUM,False,3,1,HARD,True
DOC-001675,BID-001239,TND-000075,Financial/Turnover Document,Financial/Turnover Document — CrestSystems Pvt Ltd 1239,VALID,2023-04-05,,CrestSystems Pvt Ltd 1239,HIGH,False,4,3,HARD,True
DOC-001676,BID-001239,TND-000075,PAN Document,PAN Document — CrestSystems Pvt Ltd 1239,VALID,2023-04-18,,CrestSystems Pvt Ltd 1239,HIGH,False,5,1,HARD,True
DOC-001677,BID-001239,TND-000075,Experience Certificate,Experience Certificate — CrestSystems Pvt Ltd 1239,VALID,2024-05-25,,CrestSystems Pvt Ltd 1239,HIGH,False,6,2,HARD,True
DOC-001678,BID-001544,TND-000075,GST Certificate,GST Certificate — ApexDigital LLP 1544,INCOMPLETE,2024-07-30,2025-07-21,ApexDigital LLP 1544,MEDIUM,False,6,1,HARD,True
DOC-001679,BID-001544,TND-000075,Supporting Document,Supporting Document — ApexDigital LLP 1544,INCOMPLETE,2025-03-18,,ApexDigital LLP 1544,HIGH,False,4,3,HARD,True
DOC-001680,BID-001544,TND-000075,Udyam/MSME Certificate,Udyam/MSME Certificate — ApexDigital LLP 1544,VALID,2023-02-12,2025-05-28,ApexDigital LLP 1544,HIGH,False,4,3,HARD,True
DOC-001681,BID-001544,TND-000075,Financial/Turnover Document,Financial/Turnover Document — ApexDigital LLP 1544,VALID,2024-10-01,,ApexDigital LLP 1544,MEDIUM,False,6,5,HARD,True
DOC-001682,BID-001544,TND-000075,PAN Document,PAN Document — ApexDigital LLP 1544,INCOMPLETE,2023-02-08,,ApexDigital LLP 1544,MEDIUM,False,5,4,HARD,True
DOC-001683,BID-001544,TND-000075,Experience Certificate,Experience Certificate — ApexDigital LLP 1544,VALID,2022-12-09,,ApexDigital LLP 1544,MEDIUM,False,6,3,HARD,True
DOC-001684,BID-000420,TND-000075,GST Certificate,GST Certificate — QuantixIndustries Pvt Ltd 0420,INCOMPLETE,2023-03-26,2025-05-28,QuantixIndustries Pvt Ltd 0420,MEDIUM,False,3,3,HARD,True
DOC-001685,BID-000420,TND-000075,Supporting Document,Supporting Document — QuantixIndustries Pvt Ltd 0420,INCOMPLETE,2022-12-19,,QuantixIndustries Pvt Ltd 0420,LOW,False,3,2,HARD,True
DOC-001686,BID-000420,TND-000075,Udyam/MSME Certificate,Udyam/MSME Certificate — QuantixIndustries Pvt Ltd 0420,VALID,2024-01-16,2025-05-28,QuantixIndustries Pvt Ltd 0420,POOR,True,4,1,HARD,True
DOC-001687,BID-000420,TND-000075,Financial/Turnover Document,Financial/Turnover Document — QuantixIndustries Pvt Ltd 0420,VALID,2024-09-04,,QuantixIndustries Pvt Ltd 0420,MEDIUM,False,6,1,HARD,True
DOC-001688,BID-000420,TND-000075,PAN Document,PAN Document — QuantixIndustries Pvt Ltd 0420,INCOMPLETE,2025-02-15,,QuantixIndustries Pvt Ltd 0420,MEDIUM,True,3,1,HARD,True
DOC-001689,BID-000420,TND-000075,Experience Certificate,Experience Certificate — QuantixIndustries Pvt Ltd 0420,VALID,2023-02-02,,QuantixIndustries Pvt Ltd 0420,HIGH,False,6,1,HARD,True
DOC-001690,BID-000419,TND-000075,GST Certificate,GST Certificate — ZenithSolutions LLP 0419,VALID,2024-06-01,2026-11-03,ZenithSolutions LLP 0419,HIGH,False,5,4,HARD,True
DOC-001691,BID-000419,TND-000075,Supporting Document,Supporting Document — ZenithSolutions LLP 0419,EXPIRED,2022-11-19,,ZenithSolutions LLP 0419,MEDIUM,False,4,1,HARD,True
DOC-001692,BID-000419,TND-000075,Udyam/MSME Certificate,Udyam/MSME Certificate — ZenithSolutions LLP 0419,VALID,2024-05-26,2026-09-05,ZenithSolutions LLP 0419,MEDIUM,False,3,1,HARD,True
DOC-001693,BID-000419,TND-000075,Financial/Turnover Document,Financial/Turnover Document — ZenithSolutions LLP 0419,EXPIRED,2024-10-15,,ZenithSolutions LLP 0419,MEDIUM,True,4,4,HARD,True
DOC-001694,BID-000419,TND-000075,PAN Document,PAN Document — ZenithSolutions LLP 0419,EXPIRED,2024-06-14,,ZenithSolutions LLP 0419,HIGH,True,5,2,HARD,True
DOC-001695,BID-000419,TND-000075,Experience Certificate,Experience Certificate — ZenithSolutions LLP 0419,VALID,2023-08-06,,ZenithSolutions LLP 0419,LOW,False,6,3,HARD,True
DOC-001725,BID-001151,TND-000077,GST Certificate,GST Certificate — PioneerSolutions LLP 1151,INCOMPLETE,2025-09-11,2026-09-21,PioneerSolutions LLP 1151,HIGH,False,3,3,EASY,True
DOC-001726,BID-001151,TND-000077,Supporting Document,Supporting Document — PioneerSolutions LLP 1151,VALID,2024-07-31,,PioneerSolutions LLP 1151,MEDIUM,False,3,1,EASY,True
DOC-001727,BID-001151,TND-000077,OEM Authorization,OEM Authorization — PioneerSolutions LLP 1151,VALID,2025-07-15,2027-11-04,PioneerSolutions LLP 1151,MEDIUM,False,4,4,EASY,True
DOC-001728,BID-001151,TND-000077,Financial/Turnover Document,Financial/Turnover Document — PioneerSolutions LLP 1151,VALID,2025-03-09,,PioneerSolutions LLP 1151,HIGH,False,4,2,EASY,True
DOC-001729,BID-001151,TND-000077,PAN Document,PAN Document — PioneerSolutions LLP 1151,INCOMPLETE,2026-04-07,,PioneerSolutions LLP 1151,HIGH,False,5,4,EASY,True
DOC-001730,BID-001151,TND-000077,Experience Certificate,Experience Certificate — PioneerSolutions LLP 1151,VALID,2024-04-22,,PioneerSolutions LLP 1151,HIGH,False,4,1,EASY,True
DOC-001731,BID-000754,TND-000077,GST Certificate,GST Certificate — GridlineNetworks Limited 0754,VALID,2025-03-20,2026-11-07,GridlineNetworks Limited 0754,HIGH,False,3,2,EASY,True
DOC-001732,BID-000754,TND-000077,Supporting Document,Supporting Document — GridlineNetworks Limited 0754,VALID,2024-11-26,,GridlineNetworks Limited 0754,MEDIUM,False,5,3,EASY,True
DOC-001733,BID-000754,TND-000077,OEM Authorization,OEM Authorization — GridlineNetworks Limited 0754,VALID,2025-11-12,2026-12-20,GridlineNetworks Limited 0754,HIGH,False,4,3,EASY,True
DOC-001734,BID-000754,TND-000077,Financial/Turnover Document,Financial/Turnover Document — GridlineNetworks Limited 0754,VALID,2024-10-10,,GridlineNetworks Limited 0754,POOR,True,4,3,EASY,True
DOC-001735,BID-000754,TND-000077,PAN Document,PAN Document — GridlineNetworks Limited 0754,VALID,2026-01-20,,GridlineNetworks Limited 0754,HIGH,False,3,3,EASY,True
DOC-001736,BID-000754,TND-000077,Experience Certificate,Experience Certificate — GridlineNetworks Limited 0754,VALID,2025-02-08,,GridlineNetworks Limited 0754,LOW,False,5,5,EASY,True
DOC-001737,BID-000605,TND-000077,GST Certificate,GST Certificate — CoreVistaAutomation LLP 0605,VALID,2026-02-28,2028-06-26,CoreVistaAutomation LLP 0605,MEDIUM,False,4,3,EASY,True
DOC-001738,BID-000605,TND-000077,Supporting Document,Supporting Document — CoreVistaAutomation LLP 0605,VALID,2024-10-29,,CoreVistaAutomation LLP 0605,HIGH,False,6,5,EASY,True
DOC-001739,BID-000605,TND-000077,Udyam/MSME Certificate,Udyam/MSME Certificate — CoreVistaAutomation LLP 0605,VALID,2024-11-07,2026-08-30,CoreVistaAutomation LLP 0605,LOW,False,6,6,EASY,True
DOC-001740,BID-000605,TND-000077,Financial/Turnover Document,Financial/Turnover Document — CoreVistaAutomation LLP 0605,VALID,2025-08-30,,CoreVistaAutomation LLP 0605,POOR,True,4,1,EASY,True
DOC-001741,BID-000605,TND-000077,PAN Document,PAN Document — CoreVistaAutomation LLP 0605,VALID,2025-10-31,,CoreVistaAutomation LLP 0605,HIGH,False,4,2,EASY,True
DOC-001742,BID-000605,TND-000077,Experience Certificate,Experience Certificate — CoreVistaAutomation LLP 0605,VALID,2024-02-27,,CoreVistaAutomation LLP 0605,LOW,False,3,3,EASY,True
DOC-001743,BID-001086,TND-000078,GST Certificate,GST Certificate — SolvexServices Pvt Ltd 1086,VALID,2023-10-08,2025-11-17,SolvexServices Pvt Ltd 1086,HIGH,False,6,2,EASY,True
DOC-001744,BID-001086,TND-000078,Supporting Document,Supporting Document — SolvexServices Pvt Ltd 1086,VALID,2024-06-26,,SolvexServices Pvt Ltd 1086,LOW,False,6,3,EASY,True
DOC-001745,BID-001086,TND-000078,Udyam/MSME Certificate,Udyam/MSME Certificate — SolvexServices Pvt Ltd 1086,VALID,2024-07-26,2025-08-06,SolvexServices Pvt Ltd 1086,LOW,False,4,4,EASY,True
